2 4 2
0.367508 0.167576 0.167576 0.367508
0.0745233 0.974479 0.974479 0.0745233
0.450618 0.750023 0.750023 0.450618
0.240062 0.799293 0.799293 0.240062
0.479616 0.186067 0.186067 0.479616
0.0271043 0.599702 0.599702 0.0271043
0.345843 0.223209 0.223209 0.345843
0.368732 0.174548 0.174548 0.368732
0.401071 0.132255 0.132255 0.401071
0.0570769 0.0423081 0.0423081 0.0570769
0.886486 0.581381 0.581381 0.886486
0.855698 0.882335 0.882335 0.855698
0.431191 0.604535 0.604535 0.431191
0.256627 0.0479516 0.0479516 0.256627
0.0907744 0.591455 0.591455 0.0907744
0.396544 0.0170947 0.0170947 0.396544
0.412289 0.427947 0.427947 0.412289
0.900045 0.843543 0.843543 0.900045
0.911378 0.391669 0.391669 0.911378
0.0987724 0.288562 0.288562 0.0987724
0.519709 0.85571 0.85571 0.519709
0.601062 0.600854 0.600854 0.601062
0.778968 0.654263 0.654263 0.778968
0.611426 0.374154 0.374154 0.611426
0.767181 0.0605264 0.0605264 0.767181
0.439429 0.821876 0.821876 0.439429
0.43776 0.177178 0.177178 0.43776
0.953786 0.250829 0.250829 0.953786
0.0422135 0.829482 0.829482 0.0422135
0.370773 0.721526 0.721526 0.370773
0.42549 0.618421 0.618421 0.42549
0.964734 0.788902 0.788902 0.964734
0.612264 0.726958 0.726958 0.612264
0.446684 0.94012 0.94012 0.446684
0.156128 0.161538 0.161538 0.156128
0.247781 0.556966 0.556966 0.247781
0.0555027 0.552618 0.552618 0.0555027
0.258109 0.411101 0.411101 0.258109
0.0866065 0.510947 0.510947 0.0866065
0.909771 0.957416 0.957416 0.909771
0.495842 0.744403 0.744403 0.495842
0.826833 0.242594 0.242594 0.826833
0.112943 0.237878 0.237878 0.112943
0.662397 0.332942 0.332942 0.662397
0.499837 0.447651 0.447651 0.499837
0.164144 0.256714 0.256714 0.164144
0.956645 0.372193 0.372193 0.956645
0.864502 0.704275 0.704275 0.864502
0.915171 0.676784 0.676784 0.915171
0.239755 0.187697 0.187697 0.239755
0.365874 0.0755826 0.0755826 0.365874
0.455017 0.071104 0.071104 0.455017
0.335327 0.0960638 0.0960638 0.335327
0.990918 0.823493 0.823493 0.990918
0.227595 0.938083 0.938083 0.227595
0.633083 0.116158 0.116158 0.633083
0.364924 0.541543 0.541543 0.364924
0.957208 0.248937 0.248937 0.957208
0.572676 0.889157 0.889157 0.572676
0.381781 0.967727 0.967727 0.381781
0.488133 0.268643 0.268643 0.488133
0.0881847 0.935606 0.935606 0.0881847
0.891735 0.0231685 0.0231685 0.891735
0.326741 0.625703 0.625703 0.326741
0.0814654 0.6593 0.6593 0.0814654
0.181492 0.845904 0.845904 0.181492
0.63853 0.855174 0.855174 0.63853
0.632967 0.66443 0.66443 0.632967
0.118059 0.706309 0.706309 0.118059
0.168569 0.579942 0.579942 0.168569
0.693126 0.802746 0.802746 0.693126
0.719269 0.298768 0.298768 0.719269
0.548769 0.382642 0.382642 0.548769
0.0342632 0.81109 0.81109 0.0342632
0.697922 0.310285 0.310285 0.697922
0.707396 0.908231 0.908231 0.707396
0.943635 0.268608 0.268608 0.943635
0.162419 0.285083 0.285083 0.162419
0.562349 0.670628 0.670628 0.562349
0.707436 0.563917 0.563917 0.707436
0.638229 0.335613 0.335613 0.638229
0.350286 0.84112 0.84112 0.350286
0.515572 0.59467 0.59467 0.515572
0.853734 0.440864 0.440864 0.853734
0.668599 0.521234 0.521234 0.668599
0.289463 0.625783 0.625783 0.289463
0.188508 0.023931 0.023931 0.188508
0.374025 0.855984 0.855984 0.374025
0.602241 0.182084 0.182084 0.602241
0.859776 0.528902 0.528902 0.859776
0.0252637 0.75827 0.75827 0.0252637
0.759306 0.836267 0.836267 0.759306
0.339321 0.336068 0.336068 0.339321
0.753661 0.307059 0.307059 0.753661
0.845105 0.391643 0.391643 0.845105
0.996369 0.614596 0.614596 0.996369
0.757986 0.896196 0.896196 0.757986
0.342702 0.891889 0.891889 0.342702
0.102115 0.0451481 0.0451481 0.102115
0.0226626 0.171356 0.171356 0.0226626
0.265439 0.302112 0.302112 0.265439
0.726183 0.0968374 0.0968374 0.726183
0.506023 0.468263 0.468263 0.506023
0.758046 0.762264 0.762264 0.758046
0.0675974 0.389395 0.389395 0.0675974
0.533317 0.77954 0.77954 0.533317
0.292681 0.199185 0.199185 0.292681
0.29772 0.977054 0.977054 0.29772
0.344851 0.312229 0.312229 0.344851
0.27507 0.408686 0.408686 0.27507
0.973246 0.897782 0.897782 0.973246
0.914107 0.231746 0.231746 0.914107
0.349441 0.822019 0.822019 0.349441
0.336987 0.539116 0.539116 0.336987
0.651802 0.647304 0.647304 0.651802
0.468227 0.593542 0.593542 0.468227
0.518695 0.846615 0.846615 0.518695
0.202104 0.168911 0.168911 0.202104
0.370305 0.130453 0.130453 0.370305
0.276735 0.0555089 0.0555089 0.276735
0.843601 0.583375 0.583375 0.843601
0.274606 0.0851654 0.0851654 0.274606
0.0488232 0.894993 0.894993 0.0488232
0.877976 0.181431 0.181431 0.877976
0.823116 0.844393 0.844393 0.823116
0.129212 0.657607 0.657607 0.129212
0.814209 0.637302 0.637302 0.814209
0.275002 0.331588 0.331588 0.275002
0.99749 0.220432 0.220432 0.99749
0.59312 0.841446 0.841446 0.59312
0.720526 0.299133 0.299133 0.720526
0.968247 0.143623 0.143623 0.968247
0.225506 0.0680888 0.0680888 0.225506
0.190289 0.897287 0.897287 0.190289
0.69326 0.411363 0.411363 0.69326
0.632665 0.186409 0.186409 0.632665
0.443876 0.90438 0.90438 0.443876
0.32361 0.890957 0.890957 0.32361
0.953631 0.56268 0.56268 0.953631
0.7407 0.403806 0.403806 0.7407
0.183923 0.373691 0.373691 0.183923
0.835302 0.839335 0.839335 0.835302
0.871098 0.0310992 0.0310992 0.871098
0.7026 0.181223 0.181223 0.7026
0.0961055 0.222087 0.222087 0.0961055
0.34917 0.69969 0.69969 0.34917
0.481086 0.916512 0.916512 0.481086
0.274497 0.720061 0.720061 0.274497
0.634176 0.091904 0.091904 0.634176
0.588688 0.0595666 0.0595666 0.588688
0.590473 0.0197627 0.0197627 0.590473
0.148778 0.523735 0.523735 0.148778
0.560703 0.234374 0.234374 0.560703
0.805744 0.33539 0.33539 0.805744
0.26966 0.977349 0.977349 0.26966
0.222954 0.298186 0.298186 0.222954
0.76867 0.0275976 0.0275976 0.76867
0.0209053 0.761856 0.761856 0.0209053
0.0591845 0.6214 0.6214 0.0591845
0.19583 0.0910495 0.0910495 0.19583
0.690451 0.684401 0.684401 0.690451
0.693235 0.223969 0.223969 0.693235
0.762174 0.539125 0.539125 0.762174
0.402529 0.527825 0.527825 0.402529
0.450054 0.91482 0.91482 0.450054
0.140386 0.635792 0.635792 0.140386
0.770534 0.317778 0.317778 0.770534
0.354067 0.417767 0.417767 0.354067
0.66949 0.749736 0.749736 0.66949
0.996975 0.886518 0.886518 0.996975
0.570958 0.989573 0.989573 0.570958
0.799944 0.882421 0.882421 0.799944
0.0234741 0.0747528 0.0747528 0.0234741
0.850342 0.476126 0.476126 0.850342
0.26827 0.406593 0.406593 0.26827
0.417626 0.28528 0.28528 0.417626
0.284971 0.391374 0.391374 0.284971
0.034921 0.195225 0.195225 0.034921
0.212679 0.560239 0.560239 0.212679
0.868279 0.0481235 0.0481235 0.868279
0.82148 0.385093 0.385093 0.82148
0.130728 0.866096 0.866096 0.130728
0.976544 0.792472 0.792472 0.976544
0.186872 0.585996 0.585996 0.186872
0.0270754 0.388375 0.388375 0.0270754
0.496314 0.972616 0.972616 0.496314
0.435151 0.149693 0.149693 0.435151
0.10542 0.695975 0.695975 0.10542
0.17479 0.762461 0.762461 0.17479
0.734602 0.359988 0.359988 0.734602
0.723462 0.825053 0.825053 0.723462
0.109448 0.48887 0.48887 0.109448
0.740364 0.295566 0.295566 0.740364
0.896989 0.897736 0.897736 0.896989
0.764298 0.8819 0.8819 0.764298
0.103876 0.97589 0.97589 0.103876
0.94278 0.772804 0.772804 0.94278
0.0196793 0.442477 0.442477 0.0196793
0.818854 0.496452 0.496452 0.818854
0.591965 0.940759 0.940759 0.591965
0.877743 0.540362 0.540362 0.877743
0.430218 0.285349 0.285349 0.430218
0.18239 0.606568 0.606568 0.18239
0.59048 0.90362 0.90362 0.59048
0.527735 0.293955 0.293955 0.527735
0.897542 0.114812 0.114812 0.897542
0.135294 0.662155 0.662155 0.135294
0.395007 0.373217 0.373217 0.395007
0.360028 0.903391 0.903391 0.360028
0.374719 0.209492 0.209492 0.374719
0.825418 0.762285 0.762285 0.825418
0.312546 0.458057 0.458057 0.312546
0.0506203 0.107013 0.107013 0.0506203
0.542192 0.78037 0.78037 0.542192
0.887972 0.366393 0.366393 0.887972
0.287471 0.44768 0.44768 0.287471
0.0281235 0.277375 0.277375 0.0281235
0.100135 0.727039 0.727039 0.100135
0.326595 0.0587442 0.0587442 0.326595
0.650531 0.352572 0.352572 0.650531
0.578131 0.116356 0.116356 0.578131
0.959639 0.824334 0.824334 0.959639
0.724765 0.586339 0.586339 0.724765
0.441407 0.36693 0.36693 0.441407
0.441472 0.961355 0.961355 0.441472
0.639145 0.51693 0.51693 0.639145
0.702532 0.706384 0.706384 0.702532
0.601809 0.528758 0.528758 0.601809
0.585308 0.541972 0.541972 0.585308
0.769566 0.917389 0.917389 0.769566
0.573872 0.886535 0.886535 0.573872
0.0873624 0.647096 0.647096 0.0873624
0.232614 0.829113 0.829113 0.232614
0.501122 0.771424 0.771424 0.501122
0.219796 0.00614224 0.00614224 0.219796
0.595372 0.226267 0.226267 0.595372
0.522342 0.897009 0.897009 0.522342
0.374666 0.262723 0.262723 0.374666
0.272668 0.474859 0.474859 0.272668
0.778188 0.574495 0.574495 0.778188
0.133257 0.94867 0.94867 0.133257
0.528363 0.638278 0.638278 0.528363
0.058623 0.674963 0.674963 0.058623
0.595848 0.652869 0.652869 0.595848
0.80978 0.300744 0.300744 0.80978
0.150315 0.891336 0.891336 0.150315
0.308838 0.558112 0.558112 0.308838
0.620941 0.664261 0.664261 0.620941
0.715903 0.417508 0.417508 0.715903
0.496995 0.738432 0.738432 0.496995
0.0692104 0.474491 0.474491 0.0692104
0.860741 0.730715 0.730715 0.860741
0.187977 0.7663 0.7663 0.187977
0.809666 0.45159 0.45159 0.809666
0.324651 0.313486 0.313486 0.324651
0.307405 0.0705315 0.0705315 0.307405
0.651738 0.879112 0.879112 0.651738
0.38694 0.471133 0.471133 0.38694
0.291642 0.71738 0.71738 0.291642
0.704608 0.782949 0.782949 0.704608
0.329505 0.00788085 0.00788085 0.329505
0.60577 0.622122 0.622122 0.60577
0.736702 0.716226 0.716226 0.736702
0.0280523 0.0449635 0.0449635 0.0280523
0.156562 0.364103 0.364103 0.156562
0.0495502 0.559868 0.559868 0.0495502
0.57658 0.723718 0.723718 0.57658
0.943367 0.940513 0.940513 0.943367
0.712046 0.288251 0.288251 0.712046
0.0977368 0.745386 0.745386 0.0977368
0.769368 0.10599 0.10599 0.769368
0.166036 0.877777 0.877777 0.166036
0.374222 0.25106 0.25106 0.374222
0.574359 0.0468169 0.0468169 0.574359
0.440947 0.694281 0.694281 0.440947
0.710034 0.255465 0.255465 0.710034
0.938988 0.262997 0.262997 0.938988
0.958813 0.877821 0.877821 0.958813
0.832651 0.0241238 0.0241238 0.832651
0.991384 0.890352 0.890352 0.991384
0.989769 0.357839 0.357839 0.989769
0.739089 0.698184 0.698184 0.739089
0.397604 0.583813 0.583813 0.397604
0.92387 0.525234 0.525234 0.92387
0.543829 0.00143251 0.00143251 0.543829
0.171514 0.566236 0.566236 0.171514
0.269064 0.813043 0.813043 0.269064
0.0170112 0.507727 0.507727 0.0170112
0.0453272 0.585956 0.585956 0.0453272
0.899449 0.507909 0.507909 0.899449
0.147944 0.0669852 0.0669852 0.147944
0.890773 0.288044 0.288044 0.890773
0.820928 0.780692 0.780692 0.820928
0.893661 0.636907 0.636907 0.893661
0.55229 0.891399 0.891399 0.55229
0.515279 0.541738 0.541738 0.515279
0.290971 0.000807991 0.000807991 0.290971
0.661559 0.317757 0.317757 0.661559
0.813198 0.434609 0.434609 0.813198
0.443699 0.798577 0.798577 0.443699
0.76301 0.760765 0.760765 0.76301
0.500106 0.241588 0.241588 0.500106
0.98508 0.95339 0.95339 0.98508
0.9415 0.833514 0.833514 0.9415
0.15876 0.166362 0.166362 0.15876
0.00349533 0.289235 0.289235 0.00349533
0.898288 0.0291709 0.0291709 0.898288
0.146574 0.623717 0.623717 0.146574
0.837112 0.68944 0.68944 0.837112
0.814104 0.794316 0.794316 0.814104
0.329046 0.802294 0.802294 0.329046
0.407957 0.13238 0.13238 0.407957
0.396292 0.688825 0.688825 0.396292
0.150971 0.0918183 0.0918183 0.150971
0.634106 0.863998 0.863998 0.634106
0.420638 0.708718 0.708718 0.420638
0.174255 0.649096 0.649096 0.174255
0.606106 0.527408 0.527408 0.606106
0.632012 0.903691 0.903691 0.632012
0.187949 0.0189062 0.0189062 0.187949
0.351172 0.0580435 0.0580435 0.351172
0.344535 0.551821 0.551821 0.344535
0.354035 0.137149 0.137149 0.354035
0.273368 0.188856 0.188856 0.273368
0.280078 0.244934 0.244934 0.280078
0.250052 0.191614 0.191614 0.250052
0.578228 0.733016 0.733016 0.578228
0.350018 0.541523 0.541523 0.350018
0.756742 0.993 0.993 0.756742
0.409291 0.976898 0.976898 0.409291
0.201464 0.230984 0.230984 0.201464
0.74316 0.759943 0.759943 0.74316
0.669805 0.0349173 0.0349173 0.669805
0.119678 0.380906 0.380906 0.119678
0.531749 0.2724 0.2724 0.531749
0.504715 0.747514 0.747514 0.504715
0.278376 0.305729 0.305729 0.278376
0.166662 0.614992 0.614992 0.166662
0.870087 0.651856 0.651856 0.870087
0.253326 0.885523 0.885523 0.253326
0.655315 0.650517 0.650517 0.655315
0.885312 0.978727 0.978727 0.885312
0.186374 0.904028 0.904028 0.186374
0.0185052 0.90029 0.90029 0.0185052
0.0834389 0.83082 0.83082 0.0834389
0.989537 0.913624 0.913624 0.989537
0.922506 0.846108 0.846108 0.922506
0.164368 0.0640039 0.0640039 0.164368
0.720518 0.79653 0.79653 0.720518
0.108544 0.130698 0.130698 0.108544
0.957821 0.0815181 0.0815181 0.957821
0.321628 0.165408 0.165408 0.321628
0.371511 0.0834192 0.0834192 0.371511
0.23399 0.847993 0.847993 0.23399
0.387246 0.0219171 0.0219171 0.387246
0.0632417 0.351943 0.351943 0.0632417
0.102801 0.84322 0.84322 0.102801
0.37034 0.797147 0.797147 0.37034
0.907376 0.659136 0.659136 0.907376
0.720562 0.195869 0.195869 0.720562
0.580631 0.888034 0.888034 0.580631
0.445644 0.118099 0.118099 0.445644
0.774157 0.931591 0.931591 0.774157
0.942131 0.515771 0.515771 0.942131
0.252448 0.866428 0.866428 0.252448
0.690386 0.110308 0.110308 0.690386
0.922397 0.502556 0.502556 0.922397
0.339617 0.611381 0.611381 0.339617
0.911564 0.626827 0.626827 0.911564
0.794661 0.0987028 0.0987028 0.794661
0.936063 0.994655 0.994655 0.936063
0.330599 0.0458154 0.0458154 0.330599
0.80461 0.269052 0.269052 0.80461
0.998407 0.120249 0.120249 0.998407
0.58076 0.277427 0.277427 0.58076
0.374981 0.375013 0.375013 0.374981
0.266585 0.75547 0.75547 0.266585
0.0511827 0.816776 0.816776 0.0511827
0.998526 0.306433 0.306433 0.998526
0.115711 0.752252 0.752252 0.115711
0.993328 0.951333 0.951333 0.993328
0.32763 0.992717 0.992717 0.32763
0.817765 0.0735742 0.0735742 0.817765
0.916197 0.0977372 0.0977372 0.916197
0.894817 0.32873 0.32873 0.894817
0.126502 0.806722 0.806722 0.126502
0.693274 0.281056 0.281056 0.693274
0.464494 0.171023 0.171023 0.464494
0.551784 0.922638 0.922638 0.551784
0.0172232 0.928872 0.928872 0.0172232
0.510282 0.500512 0.500512 0.510282
0.76905 0.016157 0.016157 0.76905
0.985335 0.190572 0.190572 0.985335
0.190984 0.70256 0.70256 0.190984
0.145344 0.575449 0.575449 0.145344
0.77741 0.316612 0.316612 0.77741
0.465822 0.0809452 0.0809452 0.465822
0.880093 0.622455 0.622455 0.880093
0.0447957 0.720686 0.720686 0.0447957
0.323279 0.754349 0.754349 0.323279
0.976534 0.938361 0.938361 0.976534
0.131012 0.617126 0.617126 0.131012
0.683466 0.502049 0.502049 0.683466
0.906922 0.722291 0.722291 0.906922
0.441652 0.892673 0.892673 0.441652
0.0311733 0.863912 0.863912 0.0311733
0.131565 0.662875 0.662875 0.131565
0.496971 0.748079 0.748079 0.496971
0.713397 0.560741 0.560741 0.713397
0.281575 0.202189 0.202189 0.281575
0.590053 0.221394 0.221394 0.590053
0.216509 0.968849 0.968849 0.216509
0.990929 0.336671 0.336671 0.990929
0.209639 0.654735 0.654735 0.209639
0.825562 0.840817 0.840817 0.825562
0.558321 0.224736 0.224736 0.558321
0.562496 0.974669 0.974669 0.562496
0.690941 0.56941 0.56941 0.690941
0.498902 0.670192 0.670192 0.498902
0.486821 0.191565 0.191565 0.486821
0.697091 0.237673 0.237673 0.697091
0.823965 0.271968 0.271968 0.823965
0.41855 0.56955 0.56955 0.41855
0.998852 0.410786 0.410786 0.998852
0.37919 0.0755784 0.0755784 0.37919
0.7164 0.415729 0.415729 0.7164
0.846895 0.769166 0.769166 0.846895
0.746601 0.862451 0.862451 0.746601
0.259235 0.368761 0.368761 0.259235
0.0576407 0.685506 0.685506 0.0576407
0.593603 0.213248 0.213248 0.593603
0.0756576 0.138821 0.138821 0.0756576
0.366861 0.22902 0.22902 0.366861
0.567893 0.057241 0.057241 0.567893
0.383524 0.831764 0.831764 0.383524
0.530235 0.0418276 0.0418276 0.530235
0.405889 0.0520671 0.0520671 0.405889
0.773939 0.991141 0.991141 0.773939
0.211332 0.413159 0.413159 0.211332
0.859292 0.338875 0.338875 0.859292
0.348584 0.909735 0.909735 0.348584
0.288657 0.415802 0.415802 0.288657
0.161297 0.768054 0.768054 0.161297
0.882796 0.296533 0.296533 0.882796
0.544999 0.820644 0.820644 0.544999
0.964503 0.538945 0.538945 0.964503
0.576002 0.41256 0.41256 0.576002
0.632984 0.0962184 0.0962184 0.632984
0.455782 0.306548 0.306548 0.455782
0.530619 0.572996 0.572996 0.530619
0.735716 0.725421 0.725421 0.735716
0.861365 0.842239 0.842239 0.861365
0.101449 0.879694 0.879694 0.101449
0.0179519 0.675049 0.675049 0.0179519
0.447734 0.489564 0.489564 0.447734
0.319066 0.316731 0.316731 0.319066
0.442639 0.469221 0.469221 0.442639
0.211542 0.90209 0.90209 0.211542
0.236526 0.663931 0.663931 0.236526
0.0654691 0.237808 0.237808 0.0654691
0.406682 0.289815 0.289815 0.406682
0.0803186 0.738536 0.738536 0.0803186
0.914636 0.746571 0.746571 0.914636
0.422644 0.999257 0.999257 0.422644
0.656934 0.984022 0.984022 0.656934
0.704804 0.282286 0.282286 0.704804
0.231792 0.212714 0.212714 0.231792
0.685141 0.951369 0.951369 0.685141
0.980404 0.951574 0.951574 0.980404
0.442116 0.737309 0.737309 0.442116
0.668078 0.540638 0.540638 0.668078
0.910096 0.215735 0.215735 0.910096
0.562696 0.990212 0.990212 0.562696
0.184973 0.49308 0.49308 0.184973
0.8291 0.89779 0.89779 0.8291
0.469356 0.168884 0.168884 0.469356
0.277286 0.884257 0.884257 0.277286
0.592318 0.314839 0.314839 0.592318
0.475261 0.447477 0.447477 0.475261
0.715312 0.704406 0.704406 0.715312
0.704874 0.452165 0.452165 0.704874
0.792057 0.283496 0.283496 0.792057
0.970109 0.0258307 0.0258307 0.970109
0.32602 0.167539 0.167539 0.32602
0.796561 0.311333 0.311333 0.796561
0.838795 0.594284 0.594284 0.838795
0.138568 0.513315 0.513315 0.138568
0.88793 0.708985 0.708985 0.88793
0.551711 0.564442 0.564442 0.551711
0.0220753 0.765252 0.765252 0.0220753
0.388259 0.727989 0.727989 0.388259
0.976187 0.89402 0.89402 0.976187
0.732902 0.399043 0.399043 0.732902
0.111813 0.8714 0.8714 0.111813
0.172377 0.138747 0.138747 0.172377
0.469658 0.420678 0.420678 0.469658
0.928781 0.230996 0.230996 0.928781
0.227653 0.112082 0.112082 0.227653
0.96473 0.458631 0.458631 0.96473
0.0662604 0.848115 0.848115 0.0662604
0.621011 0.0436937 0.0436937 0.621011
0.361205 0.658231 0.658231 0.361205
0.869271 0.514283 0.514283 0.869271
0.787881 0.611766 0.611766 0.787881
0.406414 0.408636 0.408636 0.406414
0.675097 0.150255 0.150255 0.675097
0.917535 0.10295 0.10295 0.917535
0.198157 0.921622 0.921622 0.198157
0.0114434 0.610867 0.610867 0.0114434
0.464005 0.246726 0.246726 0.464005
0.525381 0.461077 0.461077 0.525381
0.465462 0.917883 0.917883 0.465462
0.406018 0.207915 0.207915 0.406018
0.702218 0.695039 0.695039 0.702218
0.457109 0.202581 0.202581 0.457109
0.655636 0.183419 0.183419 0.655636
0.683617 0.499006 0.499006 0.683617
0.570015 0.345991 0.345991 0.570015
0.374504 0.711924 0.711924 0.374504
0.773862 0.466182 0.466182 0.773862
0.371197 0.507167 0.507167 0.371197
0.380548 0.820452 0.820452 0.380548
0.0272327 0.674061 0.674061 0.0272327
0.0969118 0.453777 0.453777 0.0969118
0.436149 0.442715 0.442715 0.436149
0.0676904 0.902541 0.902541 0.0676904
0.746975 0.262886 0.262886 0.746975
0.820841 0.70918 0.70918 0.820841
0.727692 0.553882 0.553882 0.727692
0.50288 0.42523 0.42523 0.50288
0.487811 0.970162 0.970162 0.487811
0.0457655 0.321401 0.321401 0.0457655
0.230612 0.514898 0.514898 0.230612
0.0421659 0.326787 0.326787 0.0421659
0.191836 0.86703 0.86703 0.191836
0.0488908 0.15959 0.15959 0.0488908
0.470769 0.378326 0.378326 0.470769
0.772398 0.718287 0.718287 0.772398
0.964216 0.105417 0.105417 0.964216
0.841963 0.651819 0.651819 0.841963
0.150508 0.738925 0.738925 0.150508
0.263312 0.112988 0.112988 0.263312
0.888469 0.297891 0.297891 0.888469
0.418282 0.447536 0.447536 0.418282
0.0826932 0.0615449 0.0615449 0.0826932
0.231967 0.0971687 0.0971687 0.231967
0.875301 0.691589 0.691589 0.875301
0.582323 0.142734 0.142734 0.582323
0.989499 0.443844 0.443844 0.989499
0.805163 0.729216 0.729216 0.805163
0.268102 0.667507 0.667507 0.268102
0.952427 0.0736472 0.0736472 0.952427
0.17448 0.468368 0.468368 0.17448
0.593743 0.19834 0.19834 0.593743
0.388949 0.0754561 0.0754561 0.388949
0.321037 0.672464 0.672464 0.321037
0.255259 0.560703 0.560703 0.255259
0.102492 0.938861 0.938861 0.102492
0.953184 0.227159 0.227159 0.953184
0.251439 0.951807 0.951807 0.251439
0.448612 0.998148 0.998148 0.448612
0.162344 0.776611 0.776611 0.162344
0.721502 0.0233199 0.0233199 0.721502
0.602413 0.919046 0.919046 0.602413
0.938594 0.98129 0.98129 0.938594
0.686828 0.249204 0.249204 0.686828
0.172542 0.868134 0.868134 0.172542
0.567344 0.281641 0.281641 0.567344
0.590347 0.315149 0.315149 0.590347
0.102812 0.213911 0.213911 0.102812
0.894669 0.537983 0.537983 0.894669
0.999004 0.0774121 0.0774121 0.999004
0.559298 0.0406714 0.0406714 0.559298
0.556471 0.653786 0.653786 0.556471
0.277102 0.79312 0.79312 0.277102
0.456949 0.270182 0.270182 0.456949
0.229343 0.254201 0.254201 0.229343
0.843835 0.746592 0.746592 0.843835
0.604686 0.807887 0.807887 0.604686
0.828954 0.822229 0.822229 0.828954
0.8963 0.624625 0.624625 0.8963
0.55665 0.505524 0.505524 0.55665
0.471449 0.50957 0.50957 0.471449
0.274399 0.978307 0.978307 0.274399
0.00868823 0.900524 0.900524 0.00868823
0.439004 0.961693 0.961693 0.439004
0.407139 0.546514 0.546514 0.407139
0.252762 0.35353 0.35353 0.252762
0.980013 0.403447 0.403447 0.980013
0.703388 0.395225 0.395225 0.703388
0.361809 0.392738 0.392738 0.361809
0.908835 0.701603 0.701603 0.908835
0.877596 0.543003 0.543003 0.877596
0.421911 0.718636 0.718636 0.421911
0.618793 0.311333 0.311333 0.618793
0.578503 0.411341 0.411341 0.578503
0.896505 0.198231 0.198231 0.896505
0.190667 0.442777 0.442777 0.190667
0.0400848 0.00700541 0.00700541 0.0400848
0.564061 0.374105 0.374105 0.564061
0.466405 0.048514 0.048514 0.466405
0.383684 0.265476 0.265476 0.383684
0.58877 0.000632832 0.000632832 0.58877
0.459473 0.153334 0.153334 0.459473
0.877342 0.11363 0.11363 0.877342
0.841505 0.291391 0.291391 0.841505
0.39449 0.973642 0.973642 0.39449
0.811966 0.400261 0.400261 0.811966
0.0557798 0.405026 0.405026 0.0557798
0.627953 0.908007 0.908007 0.627953
0.914278 0.849338 0.849338 0.914278
0.131735 0.328608 0.328608 0.131735
0.581177 0.1575 0.1575 0.581177
0.891314 0.319676 0.319676 0.891314
0.89687 0.333613 0.333613 0.89687
0.791046 0.0354461 0.0354461 0.791046
0.571252 0.785843 0.785843 0.571252
0.200457 0.739444 0.739444 0.200457
0.100389 0.809941 0.809941 0.100389
0.832962 0.731943 0.731943 0.832962
0.771966 0.026735 0.026735 0.771966
0.162201 0.482771 0.482771 0.162201
0.983614 0.668426 0.668426 0.983614
0.169344 0.688954 0.688954 0.169344
0.616285 0.729652 0.729652 0.616285
0.972639 0.449495 0.449495 0.972639
0.421526 0.402245 0.402245 0.421526
0.434484 0.0363831 0.0363831 0.434484
0.300039 0.81466 0.81466 0.300039
0.172962 0.953039 0.953039 0.172962
0.986339 0.467709 0.467709 0.986339
0.564962 0.307288 0.307288 0.564962
0.670417 0.257607 0.257607 0.670417
0.469057 0.301946 0.301946 0.469057
0.697246 0.0639613 0.0639613 0.697246
0.277542 0.798054 0.798054 0.277542
0.460464 0.569975 0.569975 0.460464
0.908899 0.784484 0.784484 0.908899
0.728919 0.528511 0.528511 0.728919
0.710338 0.612366 0.612366 0.710338
0.806991 0.413012 0.413012 0.806991
0.434661 0.895784 0.895784 0.434661
0.880989 0.792182 0.792182 0.880989
0.391074 0.595096 0.595096 0.391074
0.580098 0.156583 0.156583 0.580098
0.184377 0.479424 0.479424 0.184377
0.345581 0.644148 0.644148 0.345581
0.226204 0.233192 0.233192 0.226204
0.57311 0.715002 0.715002 0.57311
0.908311 0.115305 0.115305 0.908311
0.934437 0.516469 0.516469 0.934437
0.602612 0.540162 0.540162 0.602612
0.995037 0.274647 0.274647 0.995037
0.729028 0.989524 0.989524 0.729028
0.852084 0.167989 0.167989 0.852084
0.466543 0.182377 0.182377 0.466543
0.90836 0.786013 0.786013 0.90836
0.589914 0.519523 0.519523 0.589914
0.308991 0.277729 0.277729 0.308991
0.286717 0.707521 0.707521 0.286717
0.714164 0.715542 0.715542 0.714164
0.585995 0.668966 0.668966 0.585995
0.498804 0.658919 0.658919 0.498804
0.720491 0.817499 0.817499 0.720491
0.62852 0.0269333 0.0269333 0.62852
0.297832 0.558283 0.558283 0.297832
0.0694582 0.276826 0.276826 0.0694582
0.694311 0.107454 0.107454 0.694311
0.620607 0.166258 0.166258 0.620607
0.236774 0.46001 0.46001 0.236774
0.613859 0.896344 0.896344 0.613859
0.0267488 0.763094 0.763094 0.0267488
0.458715 0.00191668 0.00191668 0.458715
0.718273 0.499553 0.499553 0.718273
0.302008 0.0812717 0.0812717 0.302008
0.890259 0.200001 0.200001 0.890259
0.43182 0.891677 0.891677 0.43182
0.0962598 0.791212 0.791212 0.0962598
0.762393 0.342815 0.342815 0.762393
0.614197 0.183013 0.183013 0.614197
0.442692 0.954653 0.954653 0.442692
0.169253 0.50176 0.50176 0.169253
0.111469 0.139624 0.139624 0.111469
0.157921 0.0245181 0.0245181 0.157921
0.510453 0.122451 0.122451 0.510453
0.856996 0.398152 0.398152 0.856996
0.47531 0.462749 0.462749 0.47531
